Ref,Status,Location,Created,Status Changed,Priority,Cause,project,Report Status,Task Group
T1.23872671,Closed,JPC Project Management>EHS Management>01 Inspections,25/06/2020,26/06/2020,System Failure,JPC - Safety - Access,1328,Closed,Safety
T1.23872673,Closed,JPC Project Management>EHS Management>01 Inspections,25/06/2020,26/06/2020,System Failure,JPC - Safety - Access,1328,Closed,Safety
T1.23874493,EHS Good Observation,JPC Project Management>EHS Management>01 Inspections,25/06/2020,25/06/2020,Behavioural Failure,JPC - Safety - Access,1328,Closed,Safety
T1.23874499,EHS Good Observation,JPC Project Management>EHS Management>01 Inspections,25/06/2020,25/06/2020,Behavioural Failure,JPC - Safety - Access,1328,Closed,Safety
T1.23874510,Closed,JPC Project Management>EHS Management>01 Inspections,25/06/2020,26/06/2020,System Failure,JPC - Safety - Access,1328,Closed,Safety
T1.23874876,EHS Good Observation,JPC Project Management>EHS Management>01 Inspections,25/06/2020,25/06/2020,Behavioural Failure,JPC - Safety - Access,1328,Closed,Safety
T1.23874885,Closed,JPC Project Management>EHS Management>01 Inspections,25/06/2020,26/06/2020,System Failure,JPC - Safety - Access,1328,Closed,Safety
T1.23874960,Closed,JPC Project Management>EHS Management>01 Inspections,24/06/2020,26/06/2020,System Failure,JPC - Safety - Lifting / Slinging,1328,Closed,Safety
T1.23875890,EHS Good Observation,JPC Project Management>EHS Management>01 Inspections,24/06/2020,24/06/2020,Behavioural Failure,JPC - Safety - House Keeping,1328,Closed,Safety
T1.23875892,Closed,JPC Project Management>EHS Management>01 Inspections,24/06/2020,26/06/2020,System Failure,JPC - Safety - Access,1328,Closed,Safety
T1.23875893,Closed,JPC Project Management>EHS Management>01 Inspections,24/06/2020,26/06/2020,Behavioural Failure,JPC - Safety - Lead Management,1328,Closed,Safety
T1.23875895,Closed,JPC Project Management>EHS Management>01 Inspections,24/06/2020,26/06/2020,Behavioural Failure,JPC - Safety - House Keeping,1328,Closed,Safety
T1.23875899,Closed,QC & BC(A)R>ITP 02 Architectural & M&E Services>Block 3>3rd Floor Plan>Area 1,24/06/2020,21/07/2020,Other,JPC - Program - 6 Information,1328,Closed,Site Management
T1.23875970,Open / Ongoing Works,QC & BC(A)R>ITP 02 Architectural & M&E Services>Block 3>2nd Floor Plan>Area 3,24/06/2020,09/09/2020,Other,JPC - Program - 6 Information,1328,Open,Site Management
T1.23875972,Closed,QC & BC(A)R>ITP 02 Architectural & M&E Services>Block 3>2nd Floor Plan>Area 3,24/06/2020,06/07/2020,Other,JPC - Safety - Access,1328,Closed,Site Management
T1.23875974,Closed,QC & BC(A)R>ITP 02 Architectural & M&E Services>Block 3>2nd Floor Plan>Area 1,24/06/2020,06/07/2020,Other,JPC - Program - 8 Variation / Design,1328,Closed,Site Management
T1.23875977,Closed,QC & BC(A)R>ITP 02 Architectural & M&E Services>Block 4>Elevations>8. Townsend Street (North Elevation)>1st to 2nd Floor,23/06/2020,06/07/2020,Other,JPC - Safety - Access,1328,Closed,Site Management
T1.23875978,Closed,QC & BC(A)R>ITP 02 Architectural & M&E Services>Block 4>2nd Floor Plan>Rooms>RM.2.217,23/06/2020,06/07/2020,Other,JPC - Safety - Access,1328,Closed,Site Management
T1.23875979,Closed,QC & BC(A)R>ITP 02 Architectural & M&E Services>Block 4>1st Floor Plan>Common Areas>R.00.126 Corridor,23/06/2020,06/07/2020,Other,JPC - Safety - Access,1328,Closed,Site Management
T1.23875980,Closed,QC & BC(A)R>ITP 02 Architectural & M&E Services>Block 4>Elevations>7. Coutyard (South Elevation)>7th floor to Roof,23/06/2020,21/07/2020,Other,JPC - Safety - Access,1328,Closed,Site Management
T1.23875983,Closed,QC & BC(A)R>ITP 02 Architectural & M&E Services>Block 4>Elevations>7. Coutyard (South Elevation)>5th to 6th Floor,23/06/2020,21/07/2020,Other,JPC - Safety - Access,1328,Closed,Site Management
T1.23876176,Closed,QC & BC(A)R>ITP 02 Architectural & M&E Services>Block 3>1st Floor Plan>Area 2,23/06/2020,06/07/2020,Other,JPC - Program - 5 Weather,1328,Closed,Site Management
T1.23876177,Closed,QC & BC(A)R>ITP 02 Architectural & M&E Services>Block 3>1st Floor Plan>Area 2,23/06/2020,06/07/2020,Other,JPC - Program - 5 Weather,1328,Closed,Site Management
T1.23876186,Open / Ongoing Works,QC & BC(A)R>ITP 02 Architectural & M&E Services>Block 3>3rd Floor Plan>Area 2,23/06/2020,09/09/2020,Other,JPC - Program - 5 Weather,1328,Open,Site Management
T1.23876187,Closed,QC & BC(A)R>ITP 02 Architectural & M&E Services>Block 3>3rd Floor Plan>Area 2,23/06/2020,06/07/2020,Other,JPC - Safety - Access,1328,Closed,Site Management
T1.23876188,Closed,QC & BC(A)R>ITP 02 Architectural & M&E Services>Block 3>Elevations>5. Moss Street (East Elevation)>5th to 6th Floor,23/06/2020,06/07/2020,Other,JPC - Safety - Access,1328,Closed,Site Management
T1.23876189,Closed,QC & BC(A)R>ITP 02 Architectural & M&E Services>Block 3>Elevations>5. Moss Street (East Elevation)>4th to 5th Floor,23/06/2020,21/07/2020,Other,JPC - Safety - Access,1328,Closed,Site Management
T1.23876190,Closed,QC & BC(A)R>ITP 02 Architectural & M&E Services>Block 3>Elevations>5. Moss Street (East Elevation)>4th to 5th Floor,23/06/2020,21/07/2020,Other,JPC - Safety - Access,1328,Closed,Site Management
T1.23963030,Closed,QC & BC(A)R>ITP 02 Architectural & M&E Services>Block 3>Elevations>5. Moss Street (East Elevation)>3rd to 4th Floor,23/06/2020,21/07/2020,Other,JPC - Safety - Access,1328,Closed,Site Management
T102314.10,Closed,QC & BC(A)R>ITP 02 Architectural & M&E Services>Block 3>Elevations>5. Moss Street (East Elevation)>2nd to 3rd Floor,23/06/2020,21/07/2020,Other,JPC - Safety - Access,1328,Closed,Site Management
T102314.100,Closed,QC & BC(A)R>ITP 02 Architectural & M&E Services>Block 3>Elevations>3. Courtyard (West Elevation)>6th to 7th Floor,23/06/2020,21/07/2020,Other,JPC - Safety - Access,1328,Closed,Site Management
T102314.101,Closed,QC & BC(A)R>ITP 02 Architectural & M&E Services>Block 3>Elevations>3. Courtyard (West Elevation)>4th to 5th Floor,23/06/2020,21/07/2020,Other,JPC - Safety - Access,1328,Closed,Site Management
T102314.102,Closed,QC & BC(A)R>ITP 02 Architectural & M&E Services>Block 3>Elevations>3. Courtyard (West Elevation)>3rd to 4th Floor,23/06/2020,21/07/2020,Other,JPC - Safety - Access,1328,Closed,Site Management
T102314.103,Closed,QC & BC(A)R>ITP 02 Architectural & M&E Services>Block 3>Elevations>2. Courtyard (North Elevation)>6th to 7th Floor,23/06/2020,21/07/2020,Other,JPC - Safety - Access,1328,Closed,Site Management
T102314.104,Closed,QC & BC(A)R>ITP 02 Architectural & M&E Services>Block 3>Elevations>2. Courtyard (North Elevation)>5th to 6th Floor,23/06/2020,21/07/2020,Other,JPC - Safety - Access,1328,Closed,Site Management
T102314.105,Closed,QC & BC(A)R>ITP 02 Architectural & M&E Services>Block 3>Elevations>2. Courtyard (North Elevation)>5th to 6th Floor,23/06/2020,21/07/2020,Other,JPC - Safety - Access,1328,Closed,Site Management
T102314.106,Closed,QC & BC(A)R>ITP 02 Architectural & M&E Services>Block 3>Elevations>2. Courtyard (North Elevation)>2nd to 3rd Floor,23/06/2020,21/07/2020,Other,JPC - Safety - Access,1328,Closed,Site Management
T102314.107,Closed,QC & BC(A)R>ITP 02 Architectural & M&E Services>Block 3>Elevations>2. Courtyard (North Elevation)>2nd to 3rd Floor,23/06/2020,21/07/2020,Other,JPC - Safety - Access,1328,Closed,Site Management
T102314.108,Closed,QC & BC(A)R>ITP 02 Architectural & M&E Services>Block 3>Elevations>2. Courtyard (North Elevation)>2nd to 3rd Floor,23/06/2020,21/07/2020,Other,JPC - Safety - Access,1328,Closed,Site Management
T102314.109,Closed,QC & BC(A)R>ITP 02 Architectural & M&E Services>Block 3>Elevations>2. Courtyard (North Elevation)>2nd to 3rd Floor,23/06/2020,21/07/2020,Other,JPC - Safety - Access,1328,Closed,Site Management
T102314.11,Closed,QC & BC(A)R>ITP 02 Architectural & M&E Services>Block 3>Elevations>2. Courtyard (North Elevation)>2nd to 3rd Floor,23/06/2020,06/07/2020,Other,JPC - Safety - Access,1328,Closed,Site Management
T102314.110,Closed,QC & BC(A)R>ITP 02 Architectural & M&E Services>Block 3>Elevations>2. Courtyard (North Elevation)>1st to 2nd Floor,23/06/2020,21/07/2020,Other,JPC - Safety - Access,1328,Closed,Site Management
T102314.111,Closed,QC & BC(A)R>ITP 02 Architectural & M&E Services>Block 3>Elevations>1. Bracken Lane (South Elevation)>7th floor to Roof,23/06/2020,06/07/2020,Other,JPC - Safety - Access,1328,Closed,Site Management
T102314.112,Closed,QC & BC(A)R>ITP 02 Architectural & M&E Services>Block 3>Elevations>1. Bracken Lane (South Elevation)>6th to 7th Floor,23/06/2020,21/07/2020,Other,JPC - Safety - Access,1328,Closed,Site Management
T102314.113,Closed,QC & BC(A)R>ITP 02 Architectural & M&E Services>Block 3>Elevations>1. Bracken Lane (South Elevation)>5th to 6th Floor,23/06/2020,21/07/2020,Other,JPC - Safety - Access,1328,Closed,Site Management
T102314.114,Closed,QC & BC(A)R>ITP 02 Architectural & M&E Services>Block 3>Elevations>1. Bracken Lane (South Elevation)>6th to 7th Floor,23/06/2020,21/07/2020,Other,JPC - Safety - Access,1328,Closed,Site Management
T102314.115,Closed,QC & BC(A)R>ITP 02 Architectural & M&E Services>Block 3>Elevations>1. Bracken Lane (South Elevation)>4th to 5th Floor,23/06/2020,21/07/2020,Other,JPC - Safety - Access,1328,Closed,Site Management
T102314.116,Closed,QC & BC(A)R>ITP 02 Architectural & M&E Services>Block 3>Elevations>1. Bracken Lane (South Elevation)>3rd to 4th Floor,23/06/2020,21/07/2020,Other,JPC - Safety - Access,1328,Closed,Site Management
T102314.117,Closed,QC & BC(A)R>ITP 02 Architectural & M&E Services>Block 3>Elevations>1. Bracken Lane (South Elevation)>1st to 2nd Floor,23/06/2020,21/07/2020,Other,JPC - Safety - Access,1328,Closed,Site Management
T102314.118,Open / Ongoing Works,QC & BC(A)R>ITP 02 Architectural & M&E Services>Block 3>3rd Floor Plan>Area 2,23/06/2020,23/06/2020,Other,JPC - Safety - House Keeping ,1328,Open,Site Management
T102314.119,Closed,QC & BC(A)R>ITP 02 Architectural & M&E Services>Block 4>2nd Floor Plan,23/06/2020,07/07/2020,Other,JPC - Program - 11 Scheduling,1328,Closed,Site Management
T102314.12,Closed,QC & BC(A)R>ITP 02 Architectural & M&E Services>Block 4>2nd Floor Plan,23/06/2020,16/07/2020,Other,JPC - Program - 11 Scheduling,1328,Closed,Site Management
T102314.120,Closed,QC & BC(A)R>ITP 02 Architectural & M&E Services>Block 3>3rd Floor Plan>Area 1,23/06/2020,06/07/2020,Other,JPC - Program - 11 Scheduling,1328,Closed,Site Management
T102314.121,Closed,QC & BC(A)R>ITP 02 Architectural & M&E Services>Block 3>3rd Floor Plan>Area 2,23/06/2020,06/07/2020,Other,JPC - Program - 11 Scheduling,1328,Closed,Site Management
T102314.122,Closed,QC & BC(A)R>ITP 02 Architectural & M&E Services>Block 3>3rd Floor Plan>Area 2,23/06/2020,06/07/2020,Other,JPC - Program - 11 Scheduling,1328,Closed,Site Management
T102314.123,Closed,QC & BC(A)R>ITP 02 Architectural & M&E Services>Block 3>3rd Floor Plan>Area 1,23/06/2020,06/07/2020,Other,JPC - Program - 11 Scheduling,1328,Closed,Site Management
T102314.124,Closed,QC & BC(A)R>ITP 02 Architectural & M&E Services>Block 3>4th Floor Plan>Area 1,23/06/2020,06/07/2020,Other,JPC - Program - 11 Scheduling,1328,Closed,Site Management
T102314.125,Closed,QC & BC(A)R>ITP 02 Architectural & M&E Services>Block 3>2nd Floor Plan>Area 1,23/06/2020,06/07/2020,Other,JPC - Program - 6 Information,1328,Closed,Site Management
T102314.126,Open / Ongoing Works,QC & BC(A)R,22/06/2020,22/06/2020,Other,JPC - Quality - Management,1328,Open,Quality
T102314.127,Open / Ongoing Works,QC & BC(A)R,22/06/2020,22/06/2020,Other,JPC - Quality - Materials,1328,Open,Quality
T102314.128,Open / Ongoing Works,QC & BC(A)R,22/06/2020,22/06/2020,Other,JPC - Quality - Workmanship,1328,Open,Quality
T102314.129,JPC Sign Off / Closed,QC & BC(A)R>ITP 02 Architectural & M&E Services>Block 3>4th Floor Plan>Area 3,22/06/2020,23/06/2020,Other,JPC - Quality - Materials,1328,Closed,Quality
T102314.13,Closed,JPC Project Management>Site Management,19/06/2020,26/06/2020,System Failure,JPC - Safety - Electrical,1328,Closed,Safety
T102314.130,Closed,JPC Project Management>Site Management,19/06/2020,26/06/2020,System Failure,JPC - Safety - Access,1328,Closed,Safety
T102314.131,Closed,JPC Project Management>Site Management,19/06/2020,26/06/2020,System Failure,JPC - Safety - Lead Management,1328,Closed,Safety
T102314.132,Closed,JPC Project Management>Site Management,19/06/2020,26/06/2020,System Failure,JPC - Safety - Access,1328,Closed,Safety
T102314.133,Closed,JPC Project Management>Site Management,19/06/2020,26/06/2020,System Failure,JPC - Safety - Access,1328,Closed,Safety
T102314.134,Closed,JPC Project Management>Site Management,19/06/2020,26/06/2020,System Failure,JPC - Safety - Access,1328,Closed,Safety
T102314.135,Closed,JPC Project Management>Site Management,19/06/2020,26/06/2020,Behavioural Failure,JPC - Safety - House Keeping,1328,Closed,Safety
T102314.136,Closed,JPC Project Management>Site Management,19/06/2020,26/06/2020,System Failure,JPC - Safety - Access,1328,Closed,Safety
T102314.137,Closed,JPC Project Management>Site Management,19/06/2020,26/06/2020,System Failure,JPC - Safety - Excavations,1328,Closed,Safety
T102314.138,EHS Good Observation,JPC Project Management>Site Management,19/06/2020,19/06/2020,Behavioural Failure,JPC - Safety - Access,1328,Closed,Safety
T102314.139,Closed,JPC Project Management>Site Management,19/06/2020,26/06/2020,System Failure,JPC - Safety - Access,1328,Closed,Safety
T102314.14,Closed,JPC Project Management>Site Management,19/06/2020,26/06/2020,Behavioural Failure,JPC - Safety - Access,1328,Closed,Safety
T102314.140,Closed,JPC Project Management>Site Management,19/06/2020,26/06/2020,Behavioural Failure,JPC - Safety - Access,1328,Closed,Safety
T102314.141,Closed,1328 - Townsend St,19/06/2020,26/06/2020,System Failure,JPC - Safety - Temporary Electrics,1328,Closed,Safety
T102314.142,Closed,1328 - Townsend St,19/06/2020,26/06/2020,System Failure,JPC - Safety - Storage,1328,Closed,Safety
T102314.143,Closed,1328 - Townsend St,19/06/2020,03/07/2020,System Failure,JPC - Safety - Scaffolding,1328,Closed,Safety
T102314.144,EHS Good Observation,1328 - Townsend St,19/06/2020,19/06/2020,Behavioural Failure,JPC - Safety - Environmental,1328,Closed,Safety
T102314.145,Closed,1328 - Townsend St,19/06/2020,03/07/2020,System Failure,JPC - Safety - Storage,1328,Closed,Safety
T102314.146,Closed,1328 - Townsend St,19/06/2020,03/07/2020,System Failure,JPC - Safety - Welfare Facilities,1328,Closed,Safety
T102314.147,JPC Sign Off / Closed,QC & BC(A)R>ITP 02 Architectural & M&E Services>Block 3>1st Floor Plan>Area 1,19/06/2020,24/06/2020,Other,JPC - Quality - Materials,1328,Closed,Quality
T102314.148,JPC Sign Off / Closed,QC & BC(A)R>ITP 02 Architectural & M&E Services>Block 3,19/06/2020,01/09/2020,Other,JPC - Quality - Materials,1328,Closed,Quality
T102314.149,EHS Good Observation,1328 - Townsend St,19/06/2020,19/06/2020,Behavioural Failure,JPC - Safety - Documentation,1328,Closed,Safety
T102314.15,Closed,1328 - Townsend St,19/06/2020,26/06/2020,System Failure,JPC - Safety - Welfare Facilities,1328,Closed,Safety
T102314.150,3rd Party Sign Off - Closed,QC & BC(A)R>ITP 01 Structural>Block 2>2nd Floor Plan,18/06/2020,25/08/2020,Other,JPC - Safety - House Keeping ,1328,Closed,Design Team
T102314.151,Closed,1328 - Townsend St,18/06/2020,26/06/2020,Behavioural Failure,JPC - Quality - Management,1328,Closed,Safety
T102314.152,Closed,1328 - Townsend St,18/06/2020,26/06/2020,Behavioural Failure,JPC - Quality - Management,1328,Closed,Safety
T102314.153,EHS Good Observation,1328 - Townsend St,18/06/2020,18/06/2020,Behavioural Failure,JPC - Quality - Management,1328,Closed,Safety
T102314.154,Closed,1328 - Townsend St,18/06/2020,26/06/2020,Behavioural Failure,JPC - Safety - House Keeping,1328,Closed,Safety
T102314.155,Closed,1328 - Townsend St,18/06/2020,26/06/2020,Behavioural Failure,JPC - Quality - Management,1328,Closed,Safety
T102314.156,Closed,1328 - Townsend St,18/06/2020,26/06/2020,Behavioural Failure,JPC - Safety - House Keeping,1328,Closed,Safety
T102314.157,Closed,1328 - Townsend St,18/06/2020,26/06/2020,Behavioural Failure,JPC - Quality - Management,1328,Closed,Safety
T102314.158,Closed,1328 - Townsend St,18/06/2020,26/06/2020,Behavioural Failure,JPC - Quality - Information,1328,Closed,Safety
T102314.159,EHS Good Observation,1328 - Townsend St,18/06/2020,18/06/2020,Behavioural Failure,JPC - Quality - Management,1328,Closed,Safety
T102314.16,Closed,1328 - Townsend St,18/06/2020,26/06/2020,Behavioural Failure,JPC - Quality - Management,1328,Closed,Safety
T102314.160,Closed,1328 - Townsend St,18/06/2020,26/06/2020,Behavioural Failure,JPC - Quality - Management,1328,Closed,Safety
T102314.161,EHS Good Observation,1328 - Townsend St,18/06/2020,18/06/2020,Behavioural Failure,JPC - Quality - Management,1328,Closed,Safety
T102314.162,Closed,1328 - Townsend St,18/06/2020,26/06/2020,Behavioural Failure,JPC - Quality - Management,1328,Closed,Safety
T102314.163,Closed,1328 - Townsend St,18/06/2020,26/06/2020,Behavioural Failure,JPC - Safety - Storage,1328,Closed,Safety
T102314.164,EHS Good Observation,1328 - Townsend St,18/06/2020,18/06/2020,Behavioural Failure,JPC - Safety - Access,1328,Closed,Safety
T102314.165,Closed,1328 - Townsend St,18/06/2020,26/06/2020,Behavioural Failure,JPC - Program - 1 Materials,1328,Closed,Safety
T102314.166,JPC Sign Off / Closed,QC & BC(A)R>ITP 02 Architectural & M&E Services>Block 3>Elevations>4. Courtyard (South Elevation)>2nd to 3rd Floor,18/06/2020,13/08/2020,Other,JPC - Quality - Workmanship,1328,Closed,Quality
T102314.167,Works Complete / Resolved,QC & BC(A)R>ITP 02 Architectural & M&E Services>Block 3>Elevations>4. Courtyard (South Elevation)>2nd to 3rd Floor,18/06/2020,18/06/2020,Other,JPC - Quality - Workmanship,1328,Open,Quality
T102314.168,Open / Ongoing Works,QC & BC(A)R>ITP 02 Architectural & M&E Services>Block 3>Elevations>2. Courtyard (North Elevation)>4th to 5th Floor,18/06/2020,18/06/2020,Other,JPC - Quality - Workmanship,1328,Open,Quality
T102314.169,Closed,JPC Project Management>EHS Management>01 Inspections,17/06/2020,26/06/2020,Behavioural Failure,JPC - Safety - House Keeping,1328,Closed,Safety
T102314.17,Closed,JPC Project Management>EHS Management>01 Inspections,17/06/2020,18/06/2020,Behavioural Failure,JPC - Safety - House Keeping,1328,Closed,Safety
T102314.170,Closed,JPC Project Management>EHS Management>01 Inspections,17/06/2020,18/06/2020,Behavioural Failure,JPC - Safety - House Keeping,1328,Closed,Safety
T102314.171,Closed,JPC Project Management>EHS Management>01 Inspections,17/06/2020,18/06/2020,Behavioural Failure,JPC - Safety - Welfare Facilities,1328,Closed,Safety
