Ref,Status,Location,Created,Status Changed,Project,Report Forms Status,Report Forms Group
F109023.273,Closed JPC Sign Off,1328 - Townsend St,09/06/2020,09/06/2020,1328,Closed,Quality
F109023.274,Open / Ongoing Works,2nd to 3rd Floor>4. Courtyard (South Elevation)>Elevations>Block 3>ITP 02 Architectural & M&E Services>QC & BC(A)R,09/06/2020,12/08/2020,1328,Open,Quality
F109023.275,Open / Ongoing Works,2nd to 3rd Floor>4. Courtyard (South Elevation)>Elevations>Block 3>ITP 02 Architectural & M&E Services>QC & BC(A)R,09/06/2020,09/06/2020,1328,Open,Quality
F109023.276,Closed,01 Inspections>EHS Management>JPC Project Management,09/06/2020,12/06/2020,1328,Closed,Safety
F109023.277,Completed and signed off,01 Inspections>EHS Management>JPC Project Management,09/06/2020,12/06/2020,1328,Closed,Safety
F109023.278,Opened,01 Daily Site Diary>Site Management>JPC Project Management,09/06/2020,09/06/2020,1328,Open,Site Management
F109023.279,JPC Sign Off,1st Floor Plan>Block 1>ITP 01 Structural>QC & BC(A)R,10/06/2020,08/09/2020,1328,Closed,Design Team
F109023.28,Closed JPC Sign Off,1st Floor Plan>Block 1>ITP 01 Structural>QC & BC(A)R,10/06/2020,14/07/2020,1328,Closed,Quality
F109023.280,Open / Ongoing Works,6. Townsend Street (North Elevation)>Elevations>Block 3>ITP 02 Architectural & M&E Services>QC & BC(A)R,10/06/2020,10/06/2020,1328,Open,Quality
F109023.281,Closed JPC Sign Off,1st Floor Plan>Block 1>ITP 01 Structural>QC & BC(A)R,10/06/2020,14/07/2020,1328,Closed,Quality
F109023.29,Open / Ongoing Works,R.01.225 - Corridor>Common Areas>1st Floor Plan>Block 3>ITP 02 Architectural & M&E Services>QC & BC(A)R,10/06/2020,10/06/2020,1328,Open,Quality
F109023.3,Open / Ongoing Works,2nd Floor Plan>Block 1>ITP 01 Structural>QC & BC(A)R,10/06/2020,10/06/2020,1328,Open,Quality
F109023.30,Closed,1st Floor Plan>Block 1>ITP 01 Structural>QC & BC(A)R,10/06/2020,20/07/2020,1328,Closed,Quality
F109023.31,Open / Ongoing Works,4th to 5th Floor>2. Courtyard (North Elevation)>Elevations>Block 3>ITP 02 Architectural & M&E Services>QC & BC(A)R,10/06/2020,10/06/2020,1328,Open,Quality
F109023.32,Closed,4th to 5th Floor>2. Courtyard (North Elevation)>Elevations>Block 3>ITP 02 Architectural & M&E Services>QC & BC(A)R,10/06/2020,10/09/2020,1328,Closed,Quality
F109023.33,Open / Ongoing Works,4th to 5th Floor>2. Courtyard (North Elevation)>Elevations>Block 3>ITP 02 Architectural & M&E Services>QC & BC(A)R,10/06/2020,10/06/2020,1328,Open,Quality
F109023.34,Open / Ongoing Works,1st to 2nd Floor>6. Townsend Street (North Elevation)>Elevations>Block 3>ITP 02 Architectural & M&E Services>QC & BC(A)R,10/06/2020,10/06/2020,1328,Open,Quality
F109023.35,Closed,2nd to 3rd Floor>6. Townsend Street (North Elevation)>Elevations>Block 3>ITP 02 Architectural & M&E Services>QC & BC(A)R,10/06/2020,08/09/2020,1328,Closed,Quality
F109023.37,Open / Ongoing Works,3rd to 4th Floor>6. Townsend Street (North Elevation)>Elevations>Block 3>ITP 02 Architectural & M&E Services>QC & BC(A)R,10/06/2020,10/06/2020,1328,Open,Quality
F109023.38,Completed and signed off,01 Inspections>EHS Management>JPC Project Management,10/06/2020,12/06/2020,1328,Closed,Safety
F109023.39,Closed,1328 - Townsend St,10/06/2020,12/06/2020,1328,Closed,Safety
F109023.4,Opened,01 Daily Site Diary>Site Management>JPC Project Management,10/06/2020,10/06/2020,1328,Open,Site Management
F109023.40,JPC Sign Off / Closed,1st Floor Plan>Block 2>ITP 01 Structural>QC & BC(A)R,11/06/2020,17/07/2020,1328,Closed,Quality
F109023.41,Closed,2nd Floor Plan>Block 2>ITP 01 Structural>QC & BC(A)R,11/06/2020,17/07/2020,1328,Closed,Quality
F109023.42,Closed,Roof Plan>Block 3>ITP 01 Structural>QC & BC(A)R,11/06/2020,08/09/2020,1328,Closed,Quality
F109023.43,Closed,RM.01.106>Area 1>1st Floor Plan>Block 3>ITP 02 Architectural & M&E Services>QC & BC(A)R,11/06/2020,10/09/2020,1328,Closed,Quality
F109023.45,Closed JPC Reviewed,Quality Management>JPC Project Management,11/06/2020,17/06/2020,1328,Closed,Quality
F109023.46,Open / Ongoing Works,RM.02.252>Area 2>2nd Floor Plan>Block 3>ITP 02 Architectural & M&E Services>QC & BC(A)R,11/06/2020,11/06/2020,1328,Open,Quality
F109023.47,Open / Ongoing Works,RM.02.250>Area 2>2nd Floor Plan>Block 3>ITP 02 Architectural & M&E Services>QC & BC(A)R,11/06/2020,11/06/2020,1328,Open,Quality
F109023.48,Open / Ongoing Works,RM.02.248>Area 2>2nd Floor Plan>Block 3>ITP 02 Architectural & M&E Services>QC & BC(A)R,11/06/2020,11/06/2020,1328,Open,Quality
F109023.49,Open / Ongoing Works,RM.02.244>Area 2>2nd Floor Plan>Block 3>ITP 02 Architectural & M&E Services>QC & BC(A)R,11/06/2020,11/06/2020,1328,Open,Quality
F109023.5,JPC Sign Off / Closed,1st Floor Plan>Block 1>ITP 01 Structural>QC & BC(A)R,11/06/2020,20/06/2020,1328,Closed,Quality
F109023.50,Closed,3rd to 4th Floor>2. Courtyard (North Elevation)>Elevations>Block 3>ITP 02 Architectural & M&E Services>QC & BC(A)R,11/06/2020,10/09/2020,1328,Closed,Quality
F109023.51,Closed,3rd to 4th Floor>2. Courtyard (North Elevation)>Elevations>Block 3>ITP 02 Architectural & M&E Services>QC & BC(A)R,11/06/2020,10/09/2020,1328,Closed,Quality
F109023.52,Open / Ongoing Works,2nd to 3rd Floor>5. Moss Street (East Elevation)>Elevations>Block 3>ITP 02 Architectural & M&E Services>QC & BC(A)R,11/06/2020,11/06/2020,1328,Open,Quality
F109023.53,Closed,1328 - Townsend St,11/06/2020,12/06/2020,1328,Closed,Safety
F109023.54,Completed and signed off,01 Inspections>EHS Management>JPC Project Management,11/06/2020,12/06/2020,1328,Closed,Safety
F109023.55,Opened,01 Daily Site Diary>Site Management>JPC Project Management,11/06/2020,11/06/2020,1328,Open,Site Management
F109023.56,Closed JPC Sign Off,1st Floor Plan>Block 1>ITP 01 Structural>QC & BC(A)R,12/06/2020,16/07/2020,1328,Closed,Quality
F109023.57,Open / Ongoing Works,Roof Plan>Block 3>ITP 01 Structural>QC & BC(A)R,12/06/2020,12/06/2020,1328,Open,Quality
F109023.58,Closed,1st to 2nd Floor>5. Moss Street (East Elevation)>Elevations>Block 3>ITP 02 Architectural & M&E Services>QC & BC(A)R,12/06/2020,10/09/2020,1328,Closed,Quality
F109023.59,Completed and signed off,01 Inspections>EHS Management>JPC Project Management,12/06/2020,18/06/2020,1328,Closed,Safety
F109023.6,Closed,01 Inspections>EHS Management>JPC Project Management,12/06/2020,18/06/2020,1328,Closed,Safety
F109023.60,Closed,01 Inspections>EHS Management>JPC Project Management,12/06/2020,18/06/2020,1328,Closed,Safety
F109023.61,Opened,01 Daily Site Diary>Site Management>JPC Project Management,12/06/2020,12/06/2020,1328,Open,Site Management
F109023.62,Open / Ongoing Works,QC & BC(A)R,15/06/2020,15/06/2020,1328,Open,Quality
F109023.63,Open / Ongoing Works,RM.01.101>Area 1>1st Floor Plan>Block 3>ITP 02 Architectural & M&E Services>QC & BC(A)R,15/06/2020,15/06/2020,1328,Open,Quality
F109023.64,Open / Ongoing Works,Quality Management>JPC Project Management,15/06/2020,15/06/2020,1328,Open,Quality
F109023.65,JPC Sign Off / Closed,2nd Floor Plan>Block 1>ITP 01 Structural>QC & BC(A)R,15/06/2020,18/06/2020,1328,Closed,Quality
F109023.69,Open / Ongoing Works,3rd to 4th Floor>2. Courtyard (North Elevation)>Elevations>Block 3>ITP 02 Architectural & M&E Services>QC & BC(A)R,15/06/2020,15/06/2020,1328,Open,Quality
F109023.7,Completed and signed off,01 Inspections>EHS Management>JPC Project Management,15/06/2020,18/06/2020,1328,Closed,Safety
F109023.70,Opened,01 Daily Site Diary>Site Management>JPC Project Management,15/06/2020,15/06/2020,1328,Open,Site Management
F109023.71,Closed,Roof Plan>Block 3>ITP 01 Structural>QC & BC(A)R,16/06/2020,21/07/2020,1328,Closed,Quality
F109023.72,Closed,Roof Plan>Block 3>ITP 01 Structural>QC & BC(A)R,16/06/2020,21/07/2020,1328,Closed,Quality
F109023.73,Closed,Roof Plan>Block 3>ITP 01 Structural>QC & BC(A)R,16/06/2020,22/07/2020,1328,Closed,Quality
F109023.74,JPC Sign Off / Closed,2nd Floor Plan>Block 2>ITP 01 Structural>QC & BC(A)R,16/06/2020,17/07/2020,1328,Closed,Quality
F109023.75,Open / Ongoing Works,RM.04.420>Area 1>4th Floor Plan>Block 3>ITP 02 Architectural & M&E Services>QC & BC(A)R,16/06/2020,16/06/2020,1328,Open,Quality
F109023.76,Closed JPC Sign Off,7th Floor Plan>Block 4>ITP 01 Structural>QC & BC(A)R,16/06/2020,07/09/2020,1328,Closed,Quality
F109023.77,Open / Ongoing Works,RM.04.421>Area 1>4th Floor Plan>Block 3>ITP 02 Architectural & M&E Services>QC & BC(A)R,16/06/2020,16/06/2020,1328,Open,Quality
F109023.78,Open / Ongoing Works,RM.04.423>Area 1>4th Floor Plan>Block 3>ITP 02 Architectural & M&E Services>QC & BC(A)R,16/06/2020,16/06/2020,1328,Open,Quality
F109023.79,Open / Ongoing Works,RM.04.422>Area 1>4th Floor Plan>Block 3>ITP 02 Architectural & M&E Services>QC & BC(A)R,16/06/2020,16/06/2020,1328,Open,Quality
F109023.8,Open / Ongoing Works,RM.04.425>Area 1>4th Floor Plan>Block 3>ITP 02 Architectural & M&E Services>QC & BC(A)R,16/06/2020,16/06/2020,1328,Open,Quality
F109023.80,Open / Ongoing Works,RM.04.424>Area 1>4th Floor Plan>Block 3>ITP 02 Architectural & M&E Services>QC & BC(A)R,16/06/2020,16/06/2020,1328,Open,Quality
F109023.81,In Manufactor,RM.04.424>Area 1>4th Floor Plan>Block 3>ITP 02 Architectural & M&E Services>QC & BC(A)R,16/06/2020,16/06/2020,1328,Open,Quality
F109023.82,Open / Ongoing Works,RM.04.427>Area 1>4th Floor Plan>Block 3>ITP 02 Architectural & M&E Services>QC & BC(A)R,16/06/2020,16/06/2020,1328,Open,Quality
F109023.83,Open / Ongoing Works,RM.04.426>Area 1>4th Floor Plan>Block 3>ITP 02 Architectural & M&E Services>QC & BC(A)R,16/06/2020,16/06/2020,1328,Open,Quality
F109023.84,Open / Ongoing Works,RM.02.268>Area 3>2nd Floor Plan>Block 3>ITP 02 Architectural & M&E Services>QC & BC(A)R,16/06/2020,16/06/2020,1328,Open,Quality
F109023.85,Open / Ongoing Works,RM.02.266>Area 3>2nd Floor Plan>Block 3>ITP 02 Architectural & M&E Services>QC & BC(A)R,16/06/2020,16/06/2020,1328,Open,Quality
F109023.86,Open / Ongoing Works,RM.02.264>Area 3>2nd Floor Plan>Block 3>ITP 02 Architectural & M&E Services>QC & BC(A)R,16/06/2020,16/06/2020,1328,Open,Quality
F109023.87,Open / Ongoing Works,RM.02.262>Area 3>2nd Floor Plan>Block 3>ITP 02 Architectural & M&E Services>QC & BC(A)R,16/06/2020,16/06/2020,1328,Open,Quality
F109023.88,Closed JPC Sign Off,2nd Floor Plan>Block 1>ITP 01 Structural>QC & BC(A)R,16/06/2020,06/07/2020,1328,Closed,Quality
F109023.89,3rd Party Sign Off - Closed,RM.01.109>Area 1>1st Floor Plan>Block 3>ITP 02 Architectural & M&E Services>QC & BC(A)R,16/06/2020,29/06/2020,1328,Closed,Quality
F109023.9,Open / Ongoing Works,RM.02.274>Area 3>2nd Floor Plan>Block 3>ITP 02 Architectural & M&E Services>QC & BC(A)R,16/06/2020,16/06/2020,1328,Open,Quality
F109023.90,Open / Ongoing Works,RM.01.132>Area 2>1st Floor Plan>Block 3>ITP 02 Architectural & M&E Services>QC & BC(A)R,16/06/2020,16/06/2020,1328,Open,Quality
F109023.91,Open / Ongoing Works,RM.01.171>Area 3>1st Floor Plan>Block 3>ITP 02 Architectural & M&E Services>QC & BC(A)R,16/06/2020,16/06/2020,1328,Open,Quality
F109023.92,Open / Ongoing Works,2nd Floor Plan>Block 1>ITP 01 Structural>QC & BC(A)R,16/06/2020,16/06/2020,1328,Open,Quality
F109023.93,Open / Ongoing Works,Roof Plan>Block 3>ITP 01 Structural>QC & BC(A)R,16/06/2020,16/06/2020,1328,Open,Quality
F109023.94,Closed,2nd Floor Plan>Block 2>ITP 01 Structural>QC & BC(A)R,16/06/2020,21/07/2020,1328,Closed,Quality
F109023.95,Open / Ongoing Works,1st to 2nd Floor>1. Bracken Lane (South Elevation)>Elevations>Block 3>ITP 02 Architectural & M&E Services>QC & BC(A)R,16/06/2020,16/06/2020,1328,Open,Quality
F109023.96,Open / Ongoing Works,2nd to 3rd Floor>1. Bracken Lane (South Elevation)>Elevations>Block 3>ITP 02 Architectural & M&E Services>QC & BC(A)R,16/06/2020,16/06/2020,1328,Open,Quality
F109023.97,Open / Ongoing Works,3rd to 4th Floor>1. Bracken Lane (South Elevation)>Elevations>Block 3>ITP 02 Architectural & M&E Services>QC & BC(A)R,16/06/2020,16/06/2020,1328,Open,Quality
F109023.98,Completed and signed off,ITP 02 Architectural & M&E Services>QC & BC(A)R,16/06/2020,18/06/2020,1328,Closed,Safety
F109023.99,Opened,01 Daily Site Diary>Site Management>JPC Project Management,16/06/2020,16/06/2020,1328,Open,Site Management
F110032.10,Open / Ongoing Works,Roof Plan>Block 3>ITP 01 Structural>QC & BC(A)R,17/06/2020,17/06/2020,1328,Open,Design Team
F110032.11,Open / Ongoing Works,7th Floor Plan>Block 4>ITP 01 Structural>QC & BC(A)R,17/06/2020,17/06/2020,1328,Open,Design Team
F110032.12,Ready to be delivered,ITP 02 Architectural & M&E Services>QC & BC(A)R,17/06/2020,23/06/2020,1328,Open,Quality
F110032.13,Ready to be delivered,ITP 02 Architectural & M&E Services>QC & BC(A)R,17/06/2020,23/06/2020,1328,Open,Quality
F110032.14,JPC Sign Off / Closed,2nd Floor Plan>Block 1>ITP 01 Structural>QC & BC(A)R,17/06/2020,18/06/2020,1328,Closed,Quality
F110032.15,Completed and signed off,01 Inspections>EHS Management>JPC Project Management,17/06/2020,26/06/2020,1328,Closed,Safety
F110032.16,Closed,Site Management>JPC Project Management,17/06/2020,17/06/2020,1328,Closed,Site Management
F110032.17,Closed,Site Management>JPC Project Management,17/06/2020,17/06/2020,1328,Closed,Site Management
F110032.19,Opened,01 Daily Site Diary>Site Management>JPC Project Management,17/06/2020,17/06/2020,1328,Open,Site Management
F110032.20,Open / Ongoing Works,2nd Floor Plan>Block 2>ITP 01 Structural>QC & BC(A)R,18/06/2020,18/06/2020,1328,Open,Design Team
F110032.21,3rd Party Sign Off - Closed,RM.01.132>Area 2>1st Floor Plan>Block 3>ITP 02 Architectural & M&E Services>QC & BC(A)R,18/06/2020,25/06/2020,1328,Closed,Quality
F110032.22,JPC Sign Off / Closed,2nd Floor Plan>Block 1>ITP 01 Structural>QC & BC(A)R,18/06/2020,15/07/2020,1328,Closed,Quality
F110032.23,Open / Ongoing Works,RM.02.276>Area 3>2nd Floor Plan>Block 3>ITP 02 Architectural & M&E Services>QC & BC(A)R,18/06/2020,18/06/2020,1328,Open,Quality
F110032.24,Open / Ongoing Works,RM.02.274>Area 3>2nd Floor Plan>Block 3>ITP 02 Architectural & M&E Services>QC & BC(A)R,18/06/2020,18/06/2020,1328,Open,Quality
F110032.25,Open / Ongoing Works,RM.02.272>Area 3>2nd Floor Plan>Block 3>ITP 02 Architectural & M&E Services>QC & BC(A)R,18/06/2020,18/06/2020,1328,Open,Quality
F110032.26,Closed,Block 3>ITP 01 Structural>QC & BC(A)R,18/06/2020,09/07/2020,1328,Closed,Quality
F110032.27,Open / Ongoing Works,RM.02.270>Area 3>2nd Floor Plan>Block 3>ITP 02 Architectural & M&E Services>QC & BC(A)R,18/06/2020,18/06/2020,1328,Open,Quality
F110032.3,Open / Ongoing Works,RM.02.270>Area 3>2nd Floor Plan>Block 3>ITP 02 Architectural & M&E Services>QC & BC(A)R,18/06/2020,18/06/2020,1328,Open,Quality
F110032.4,Closed,7th Floor Plan>Block 4>ITP 01 Structural>QC & BC(A)R,18/06/2020,09/07/2020,1328,Closed,Quality
F110032.6,Ready to be delivered,ITP 02 Architectural & M&E Services>QC & BC(A)R,18/06/2020,23/06/2020,1328,Open,Quality
F110032.7,Ready to be delivered,ITP 02 Architectural & M&E Services>QC & BC(A)R,18/06/2020,24/06/2020,1328,Open,Quality
F110032.8,Closed JPC Sign Off,2nd Floor Plan>Block 2>ITP 01 Structural>QC & BC(A)R,18/06/2020,07/09/2020,1328,Closed,Quality
F110032.9,Open / Ongoing Works,2nd to 3rd Floor>4. Courtyard (South Elevation)>Elevations>Block 3>ITP 02 Architectural & M&E Services>QC & BC(A)R,18/06/2020,18/06/2020,1328,Open,Quality
F110033.10,Completed and signed off,01 Inspections>EHS Management>JPC Project Management,18/06/2020,26/06/2020,1328,Closed,Safety
F110033.11,Opened,01 Daily Site Diary>Site Management>JPC Project Management,18/06/2020,18/06/2020,1328,Open,Site Management
F110033.12,Closed JPC Reviewed,Quality Management>JPC Project Management,19/06/2020,19/06/2020,1328,Closed,Quality
F110033.13,Closed,Area 1>1st Floor Plan>Block 3>ITP 02 Architectural & M&E Services>QC & BC(A)R,19/06/2020,10/09/2020,1328,Closed,Quality
F110033.14,Closed,Area 1>2nd Floor Plan>Block 3>ITP 02 Architectural & M&E Services>QC & BC(A)R,19/06/2020,10/09/2020,1328,Closed,Quality
F110033.15,Closed,Area 1>2nd Floor Plan>Block 3>ITP 02 Architectural & M&E Services>QC & BC(A)R,19/06/2020,19/06/2020,1328,Closed,Quality
F110033.16,Closed,Area 3>2nd Floor Plan>Block 3>ITP 02 Architectural & M&E Services>QC & BC(A)R,19/06/2020,19/06/2020,1328,Closed,Quality
F110033.17,Ready to be delivered,ITP 02 Architectural & M&E Services>QC & BC(A)R,19/06/2020,25/06/2020,1328,Open,Quality
F110033.18,Ready to be delivered,ITP 02 Architectural & M&E Services>QC & BC(A)R,19/06/2020,25/06/2020,1328,Open,Quality
F110033.2,Closed,2nd Floor Plan>Block 1>ITP 01 Structural>QC & BC(A)R,19/06/2020,20/07/2020,1328,Closed,Quality
F110033.3,Closed,2nd Floor Plan>Block 1>ITP 01 Structural>QC & BC(A)R,19/06/2020,20/07/2020,1328,Closed,Quality
F110033.4,Completed and signed off,Site Management>JPC Project Management,19/06/2020,26/06/2020,1328,Closed,Safety
F110033.5,Closed,01 Inspections>EHS Management>JPC Project Management,19/06/2020,07/08/2020,1328,Closed,Safety
F110033.6,Opened,01 Daily Site Diary>Site Management>JPC Project Management,19/06/2020,19/06/2020,1328,Open,Site Management
F110033.7,Closed JPC Sign Off,2nd Floor Plan>Block 1>ITP 01 Structural>QC & BC(A)R,20/06/2020,06/07/2020,1328,Closed,Quality
F113721.1,Closed,01 Daily Site Diary>Site Management>JPC Project Management,20/06/2020,09/09/2020,1328,Closed,Site Management
F113721.10,Completed and signed off,01 Daily Site Diary>Site Management>JPC Project Management,20/06/2020,09/09/2020,1328,Closed,Site Management
F113721.100,Closed,Ground Floor Plan>Block 1>ITP 01 Structural>QC & BC(A)R,22/06/2020,20/07/2020,1328,Closed,Quality
F113721.101,Open / Ongoing Works,Audits & Assessments>Quality Management>JPC Project Management,22/06/2020,22/06/2020,1328,Open,Quality
F113721.102,Closed JPC Sign Off,2nd Floor Plan>Block 1>ITP 01 Structural>QC & BC(A)R,22/06/2020,06/07/2020,1328,Closed,Quality
F113721.103,JPC Sign Off / Closed,RM.04.533 - Corridor>Common Areas>4th Floor Plan>Block 3>ITP 02 Architectural & M&E Services>QC & BC(A)R,22/06/2020,10/09/2020,1328,Closed,Quality
F113721.104,Open / Ongoing Works,RM.03.433 - Corridor>Common Areas>3rd Floor Plan>Block 3>ITP 02 Architectural & M&E Services>QC & BC(A)R,22/06/2020,22/06/2020,1328,Open,Quality
F113721.105,Open / Ongoing Works,RM.03.323>Area 1>3rd Floor Plan>Block 3>ITP 02 Architectural & M&E Services>QC & BC(A)R,22/06/2020,22/06/2020,1328,Open,Quality
F113721.106,Open / Ongoing Works,RM.04.414>Area 1>4th Floor Plan>Block 3>ITP 02 Architectural & M&E Services>QC & BC(A)R,22/06/2020,22/06/2020,1328,Open,Quality
F113721.107,Open / Ongoing Works,RM.04.416>Area 1>4th Floor Plan>Block 3>ITP 02 Architectural & M&E Services>QC & BC(A)R,22/06/2020,22/06/2020,1328,Open,Quality
F113721.108,Open / Ongoing Works,RM.04.417>Area 1>4th Floor Plan>Block 3>ITP 02 Architectural & M&E Services>QC & BC(A)R,22/06/2020,22/06/2020,1328,Open,Quality
F113721.109,Open / Ongoing Works,RM.02.273>Area 3>2nd Floor Plan>Block 3>ITP 02 Architectural & M&E Services>QC & BC(A)R,22/06/2020,22/06/2020,1328,Open,Quality
F113721.110,Open / Ongoing Works,RM.04.543 - Corridor>Common Areas>4th Floor Plan>Block 3>ITP 02 Architectural & M&E Services>QC & BC(A)R,22/06/2020,22/06/2020,1328,Open,Quality
F113721.111,Open / Ongoing Works,RM.04.419>Area 1>4th Floor Plan>Block 3>ITP 02 Architectural & M&E Services>QC & BC(A)R,22/06/2020,22/06/2020,1328,Open,Quality
F113721.112,Open / Ongoing Works,RM.02.267>Area 3>2nd Floor Plan>Block 3>ITP 02 Architectural & M&E Services>QC & BC(A)R,22/06/2020,22/06/2020,1328,Open,Quality
